Date,Length,Weight,Place,Method,Killed,Sex,River,Species,Name,Year,Month,Week,Weekday
2023-03-18,64,NA,Lower,Worm,TRUE,Male,Karup,Seatrout,Eric Lassen,2023,3,11,Saturday
2023-03-18,60,NA,Lower,Spin,FALSE,Female,Karup,Seatrout,Selma Kristiansen,2023,3,11,Saturday
2023-03-10,70,NA,Lower,Fly,FALSE,NA,Karup,Seatrout,Paul Mikkelsen,2023,3,10,Friday
2023-03-10,70,NA,Lower,Fly,FALSE,NA,Karup,Seatrout,Paul Mikkelsen,2023,3,10,Friday
2023-03-03,40,NA,Lower,Worm,FALSE,NA,Karup,Seatrout,Univ.Prof. Philip Kristiansen,2023,3,9,Friday
2023-03-02,61,NA,Lower,Worm,TRUE,Male,Karup,Seatrout,Univ.Prof. Peder Schultz,2023,3,9,Thursday
2023-03-02,78,NA,Lower,Worm,FALSE,Male,Karup,Seatrout,Cirkeline Jessen,2023,3,9,Thursday
2023-03-01,55,NA,Lower,Fly,FALSE,Male,Karup,Seatrout,Mike Overgaard,2023,3,9,Wednesday
2023-03-01,50,NA,Lower,Worm,FALSE,Male,Karup,Seatrout,Cirkeline Jessen,2023,3,9,Wednesday
2023-03-01,62,NA,Lower,Fly,FALSE,NA,Karup,Seatrout,Anette Andreasen,2023,3,9,Wednesday
2015-10-15,78,NA,Middle,Fly,FALSE,Male,Skjern,Salmon,Fru Margrethe Lund,2015,10,42,Thursday
2015-10-15,57,NA,Lower,Fly,FALSE,Female,Skjern,Salmon,Dr. Birgit Dam,2015,10,42,Thursday
2015-10-15,80,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Amanda Ravn-Klausen,2015,10,42,Thursday
2015-10-15,86,NA,Middle,Fly,FALSE,Female,Skjern,Salmon,Åse Jacobsen,2015,10,42,Thursday
2015-10-15,59,NA,Middle,Fly,TRUE,Male,Skjern,Salmon,Michelle Andreasen,2015,10,42,Thursday
2015-10-15,82,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Bobby Kristiansen,2015,10,42,Thursday
2015-10-15,65,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Jano Kjær,2015,10,42,Thursday
2015-10-15,66,NA,Upper,Fly,FALSE,Male,Skjern,Salmon,Sabine Laursen,2015,10,42,Thursday
2015-10-15,93,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Univ.Prof. Filippa Hermansen,2015,10,42,Thursday
2015-10-15,88,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Solvej Thomsen-Vestergaard,2015,10,42,Thursday
2015-10-15,70,NA,Upper,Fly,FALSE,Male,Skjern,Salmon,Prof. Paula Krogh,2015,10,42,Thursday
2015-10-15,88,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Joakim Kjeldsen,2015,10,42,Thursday
2015-10-15,97,9.5,Lower,Fly,FALSE,Male,Skjern,Salmon,Tejs Dahl,2015,10,42,Thursday
2015-10-15,70,NA,Middle,Fly,FALSE,Male,Skjern,Salmon,Nicoline Petersen,2015,10,42,Thursday
2015-10-15,87,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Ruth Nissen,2015,10,42,Thursday
2015-10-15,94,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Gitte Lassen,2015,10,42,Thursday
2015-10-15,78,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Gitte Lassen,2015,10,42,Thursday
2015-10-15,65,NA,Lower,Fly,FALSE,Female,Skjern,Salmon,Esben Winther,2015,10,42,Thursday
2015-10-15,70,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Richard Paulsen,2015,10,42,Thursday
2015-10-15,65,3,Middle,Spin,FALSE,Female,Skjern,Salmon,Jimmy Eriksen-Madsen,2015,10,42,Thursday
2015-10-15,90,NA,Lower,Fly,FALSE,Female,Skjern,Salmon,Prof. Birger Bach,2015,10,42,Thursday
2015-10-15,60,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Tammy Nørgaard,2015,10,42,Thursday
2015-10-15,75,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Tammy Nørgaard,2015,10,42,Thursday
2015-10-15,85,NA,Upper,Spin,FALSE,Female,Skjern,Salmon,Prof. Paula Krogh,2015,10,42,Thursday
2015-10-15,83,6,Middle,Spin,FALSE,Female,Skjern,Salmon,Ruben Knudsen,2015,10,42,Thursday
2015-10-15,50,NA,Lower,Fly,FALSE,Female,Skjern,Salmon,Lars Christiansen,2015,10,42,Thursday
2015-10-15,77,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Nanni Rasmussen,2015,10,42,Thursday
2015-10-15,88,NA,Upper,Fly,FALSE,Female,Skjern,Salmon,Stine Frederiksen-Holst,2015,10,42,Thursday
2015-10-14,90,NA,Lower,Fly,FALSE,Female,Skjern,Salmon,Holger Bach,2015,10,42,Wednesday
2015-10-14,73,4,Lower,Spin,TRUE,Male,Skjern,Salmon,Amanda Ravn-Klausen,2015,10,42,Wednesday
2015-10-14,80,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Jano Kjær,2015,10,42,Wednesday
2015-10-14,89,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Jano Kjær,2015,10,42,Wednesday
2015-10-14,66,NA,Lower,Spin,TRUE,Male,Skjern,Salmon,Dagmar Dam-Krogh,2015,10,42,Wednesday
2015-10-14,95,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Dagmar Dam-Krogh,2015,10,42,Wednesday
2015-10-14,74,NA,Middle,Spin,FALSE,Female,Skjern,Salmon,Dr. Herbert Thorsen,2015,10,42,Wednesday
2015-10-14,58,NA,Middle,Spin,TRUE,Male,Skjern,Salmon,Prof. Kirstin Nielsen,2015,10,42,Wednesday
2015-10-14,65,NA,Middle,Fly,FALSE,Male,Skjern,Salmon,Arne Steffensen,2015,10,42,Wednesday
2015-10-14,75,4.6,Lower,Spin,TRUE,Male,Skjern,Salmon,Fru Filippa Toft,2015,10,42,Wednesday
2015-10-14,74,3.7,Middle,Fly,TRUE,Female,Skjern,Salmon,Ingelise Svendsen,2015,10,42,Wednesday
2015-10-14,60,NA,Middle,Fly,FALSE,Male,Skjern,Salmon,Hjalte Hermansen-Danielsen,2015,10,42,Wednesday
2015-10-14,74,3.3,Middle,Spin,TRUE,Female,Skjern,Salmon,Univ.Prof. Tim Overgaard,2015,10,42,Wednesday
2015-10-14,75,4.5,Lower,Spin,TRUE,Female,Skjern,Salmon,Prof. Bertil Kristensen,2015,10,42,Wednesday
2015-10-14,67,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Nanni Rasmussen,2015,10,42,Wednesday
2015-10-14,73,3.5,Upper,Fly,TRUE,Male,Skjern,Salmon,Troels Jeppesen-Lauritsen,2015,10,42,Wednesday
2015-10-14,80,NA,Lower,Fly,FALSE,Female,Skjern,Salmon,Pete Skov-Holm,2015,10,42,Wednesday
2015-10-14,74,3.8,Upper,Fly,TRUE,Female,Skjern,Salmon,Aksel Gregersen-Østergaard,2015,10,42,Wednesday
2015-10-13,55,NA,Upper,Fly,FALSE,Male,Skjern,Salmon,Frida Henriksen-Jacobsen,2015,10,42,Tuesday
2015-10-13,83,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Amanda Ravn-Klausen,2015,10,42,Tuesday
2015-10-13,96,NA,Upper,Spin,FALSE,Male,Skjern,Salmon,Prof. Paula Krogh,2015,10,42,Tuesday
2015-10-13,65,NA,Middle,Fly,FALSE,Male,Skjern,Salmon,Natasja Hansen,2015,10,42,Tuesday
2015-10-13,88,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Prof. Zelma Larsen,2015,10,42,Tuesday
2015-10-13,65,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Prof. Zelma Larsen,2015,10,42,Tuesday
2015-10-13,95,NA,Upper,Spin,FALSE,Female,Skjern,Salmon,Hr George Kristensen,2015,10,42,Tuesday
2015-10-13,85,NA,Middle,Spin,FALSE,Female,Skjern,Salmon,Dr. Herbert Thorsen,2015,10,42,Tuesday
2015-10-13,75,4.1,Middle,Spin,TRUE,Female,Skjern,Salmon,Åse Jacobsen,2015,10,42,Tuesday
2015-10-13,75,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Berit Eriksen,2015,10,42,Tuesday
2015-10-13,72,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Sten Jepsen,2015,10,42,Tuesday
2015-10-13,73,3.8,Middle,Fly,TRUE,Female,Skjern,Salmon,Prof. Naja Iversen,2015,10,42,Tuesday
2015-10-13,73,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Nicklas Schmidt,2015,10,42,Tuesday
2015-10-13,75,3.9,Upper,Spin,TRUE,Female,Skjern,Salmon,Nicoline Schou,2015,10,42,Tuesday
2015-10-13,75,4,Upper,Fly,FALSE,Male,Skjern,Salmon,Sten Jeppesen,2015,10,42,Tuesday
2015-10-13,86,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Peder Thorsen-Carlsen,2015,10,42,Tuesday
2015-10-12,53,NA,Lower,Fly,TRUE,Male,Skjern,Salmon,Hr Johannes Olesen,2015,10,42,Monday
2015-10-12,60,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Prof. Kirstin Nielsen,2015,10,42,Monday
2015-10-12,65,NA,Lower,Fly,TRUE,Male,Skjern,Salmon,Annette Mikkelsen-Ravn,2015,10,42,Monday
2015-10-12,70,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Annette Mikkelsen-Ravn,2015,10,42,Monday
2015-10-12,70,NA,Middle,Fly,FALSE,Male,Skjern,Salmon,Berta Pedersen,2015,10,42,Monday
2015-10-12,80,NA,Upper,Fly,FALSE,Male,Skjern,Salmon,Boris Kristensen,2015,10,42,Monday
2015-10-12,93,7.9,Lower,Fly,FALSE,Male,Skjern,Salmon,Esben Lassen,2015,10,42,Monday
2015-10-12,79,NA,Lower,Fly,FALSE,Female,Skjern,Salmon,Tine Holst,2015,10,42,Monday
2015-10-12,75,3.5,Upper,Fly,FALSE,Male,Skjern,Salmon,Zacharias Jørgensen,2015,10,42,Monday
2015-10-12,60,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Curt Bech,2015,10,42,Monday
2015-10-12,70,NA,Lower,Spin,TRUE,Male,Skjern,Salmon,Karla Christoffersen,2015,10,42,Monday
2015-10-12,80,5,Lower,Fly,FALSE,Female,Skjern,Salmon,Univ.Prof. Ebbe Kjeldsen,2015,10,42,Monday
2015-10-12,56,1.4,Lower,Fly,FALSE,Male,Skjern,Salmon,Tejs Dahl,2015,10,42,Monday
2015-10-12,85,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Albert Knudsen,2015,10,42,Monday
2015-10-12,82,NA,Middle,Fly,FALSE,Female,Skjern,Salmon,Allan Klausen,2015,10,42,Monday
2015-10-11,65,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Isabella Nielsen,2015,10,41,Sunday
2015-10-11,93,NA,Middle,Fly,FALSE,Female,Skjern,Salmon,Michelle Paulsen,2015,10,41,Sunday
2015-10-11,95,8,Upper,Fly,FALSE,Male,Skjern,Salmon,Sten Jeppesen,2015,10,41,Sunday
2015-10-11,51,1.1,Upper,Spin,TRUE,Female,Skjern,Salmon,Nikolai Lauritsen,2015,10,41,Sunday
2015-10-11,71,NA,Middle,Worm,TRUE,Female,Skjern,Salmon,Britta Madsen,2015,10,41,Sunday
2015-10-11,72,NA,Middle,Worm,TRUE,Male,Skjern,Salmon,Olfert Kristiansen,2015,10,41,Sunday
2015-10-11,95,NA,Lower,Fly,FALSE,Female,Skjern,Salmon,Jørgen Mathiesen,2015,10,41,Sunday
2015-10-11,65,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Ida Lind-Lund,2015,10,41,Sunday
2015-10-11,78,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Ida Lind-Lund,2015,10,41,Sunday
2015-10-11,87,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Bodil Bach-Holm,2015,10,41,Sunday
2015-10-11,65,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Prof. Inge Lauridsen,2015,10,41,Sunday
2015-10-11,99,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Selma Knudsen,2015,10,41,Sunday
2015-10-11,63,NA,Upper,Fly,TRUE,Male,Skjern,Salmon,Lucas Nørgaard-Knudsen,2015,10,41,Sunday
2015-10-11,74,3.9,Lower,Fly,TRUE,NA,Skjern,Salmon,Carl Simonsen,2015,10,41,Sunday
2015-10-11,60,NA,Lower,Fly,FALSE,NA,Skjern,Salmon,Fru Nana Bertelsen,2015,10,41,Sunday
2015-10-11,75,3.9,Upper,Spin,TRUE,Female,Skjern,Salmon,Prof. Ane Schultz,2015,10,41,Sunday
2015-10-11,55,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Sofia Andersen,2015,10,41,Sunday
2015-10-10,90,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Univ.Prof. Cathrine Eriksen,2015,10,41,Saturday
2015-10-10,89,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Kirstine Svendsen,2015,10,41,Saturday
2015-10-10,90,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Kirstine Svendsen,2015,10,41,Saturday
2015-10-10,82,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Benedikte Kjær-Bruun,2015,10,41,Saturday
2015-10-10,74,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Malthe Frandsen,2015,10,41,Saturday
2015-10-10,86,NA,Middle,Spin,FALSE,Female,Skjern,Salmon,Malthe Frandsen,2015,10,41,Saturday
2015-10-10,73,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Prof. Paula Krogh,2015,10,41,Saturday
2015-10-10,54,1.1,Lower,Spin,FALSE,Male,Skjern,Salmon,Boe Olsen-Koch,2015,10,41,Saturday
2015-10-10,71,3,Lower,Spin,FALSE,Male,Skjern,Salmon,Regitse Clausen,2015,10,41,Saturday
2015-10-10,61,NA,Upper,Spin,FALSE,Male,Skjern,Salmon,Herman Lassen,2015,10,41,Saturday
2015-10-10,85,NA,Upper,Spin,FALSE,Female,Skjern,Salmon,Karlo Jensen,2015,10,41,Saturday
2015-10-10,105,NA,Upper,Spin,FALSE,Male,Skjern,Salmon,Sille Andreasen,2015,10,41,Saturday
2015-10-10,60,2.2,Upper,Fly,TRUE,Male,Skjern,Salmon,Yvonne Laursen,2015,10,41,Saturday
2015-10-10,84,NA,Middle,Fly,FALSE,Female,Skjern,Salmon,Hr Flemming Mortensen,2015,10,41,Saturday
2015-10-10,69,2.8,Lower,Spin,TRUE,Male,Skjern,Salmon,Stine Frederiksen-Holst,2015,10,41,Saturday
2015-10-10,70,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Ida Lind-Lund,2015,10,41,Saturday
2015-10-10,82,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Ida Lind-Lund,2015,10,41,Saturday
2015-10-10,80,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Børge Brandt,2015,10,41,Saturday
2015-10-10,75,4,Lower,Spin,TRUE,Female,Skjern,Salmon,Bo Bertelsen,2015,10,41,Saturday
2015-10-10,68,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Fru Nana Bertelsen,2015,10,41,Saturday
2015-10-10,78,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Jørgen Mathiesen,2015,10,41,Saturday
2015-10-10,88,6.5,Lower,Spin,FALSE,Female,Skjern,Salmon,Clavs Lauritsen-Schultz,2015,10,41,Saturday
2015-10-10,63,2.1,Upper,Spin,TRUE,Male,Skjern,Salmon,ugust Knudsen,2015,10,41,Saturday
2015-10-10,91,7.4,Lower,Fly,FALSE,Male,Skjern,Salmon,Frans Pedersen-Nielsen,2015,10,41,Saturday
2015-10-10,70,NA,Middle,Fly,FALSE,Female,Skjern,Salmon,Allan Klausen,2015,10,41,Saturday
2015-10-09,65,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Berit Eriksen,2015,10,41,Friday
2015-10-09,63,2.3,Middle,Spin,TRUE,Male,Skjern,Salmon,Ritt Christensen-Thygesen,2015,10,41,Friday
2015-10-09,78,4.5,Middle,Fly,TRUE,Female,Skjern,Salmon,Dr. Julie Jepsen,2015,10,41,Friday
2015-10-09,64,3,Middle,Fly,TRUE,Male,Skjern,Salmon,Dr. Jens Kristensen,2015,10,41,Friday
2015-10-09,71,NA,Upper,Fly,FALSE,Male,Skjern,Salmon,Univ.Prof. Kirsten Thomsen,2015,10,41,Friday
2015-10-09,85,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Gitte Lassen,2015,10,41,Friday
2015-10-09,75,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Gitte Lassen,2015,10,41,Friday
2015-10-09,81,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Tonny Poulsen,2015,10,41,Friday
2015-10-09,60,NA,Middle,Fly,FALSE,Female,Skjern,Salmon,Annemette Knudsen,2015,10,41,Friday
2015-10-09,77,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Emilie Christoffersen,2015,10,41,Friday
2015-10-08,65,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Berit Eriksen,2015,10,41,Thursday
2015-10-08,50,NA,Middle,Fly,FALSE,NA,Skjern,Salmon,René Larsen,2015,10,41,Thursday
2015-10-08,75,4.1,Middle,Fly,TRUE,Male,Skjern,Salmon,René Larsen,2015,10,41,Thursday
2015-10-08,72,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Paul Thygesen,2015,10,41,Thursday
2015-10-08,58,1.5,Lower,Spin,TRUE,Male,Skjern,Salmon,Fru Joan Sørensen,2015,10,41,Thursday
2015-10-08,94,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Birte Skov,2015,10,41,Thursday
2015-10-08,62,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Birte Skov,2015,10,41,Thursday
2015-10-08,78,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Tonny Poulsen,2015,10,41,Thursday
2015-10-08,74,NA,Lower,Fly,TRUE,Male,Skjern,Salmon,Klavs Nørgaard,2015,10,41,Thursday
2015-10-08,80,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Bent Danielsen-Kristoffersen,2015,10,41,Thursday
2015-10-08,87,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Bent Danielsen-Kristoffersen,2015,10,41,Thursday
2015-10-08,63,NA,Middle,Spin,FALSE,Female,Skjern,Salmon,Åse Jacobsen,2015,10,41,Thursday
2015-10-08,90,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Ludvig Christoffersen,2015,10,41,Thursday
2015-10-08,85,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Børge Brandt,2015,10,41,Thursday
2015-10-08,77,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Prof. Mik Jensen,2015,10,41,Thursday
2015-10-08,74,3.8,Lower,Spin,TRUE,Male,Skjern,Salmon,Clavs Lauritsen-Schultz,2015,10,41,Thursday
2015-10-07,65,NA,Middle,Fly,FALSE,Male,Skjern,Salmon,Nicoline Petersen,2015,10,41,Wednesday
2015-10-07,70,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Gitte Lassen,2015,10,41,Wednesday
2015-10-07,90,NA,Middle,Spin,FALSE,Female,Skjern,Salmon,Gitte Lassen,2015,10,41,Wednesday
2015-10-07,73,NA,Middle,Spin,FALSE,Female,Skjern,Salmon,Dr. Else Toft,2015,10,41,Wednesday
2015-10-07,75,4.5,Middle,Fly,TRUE,Female,Skjern,Salmon,Birger Lauritsen,2015,10,41,Wednesday
2015-10-07,70,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Richard Paulsen,2015,10,41,Wednesday
2015-10-07,81,4.7,Lower,Fly,FALSE,Female,Skjern,Salmon,Jonas Schmidt,2015,10,41,Wednesday
2015-10-06,66,NA,Middle,Fly,FALSE,Female,Skjern,Salmon,Bertram Danielsen,2015,10,41,Tuesday
2015-10-06,63,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Annette Mikkelsen-Ravn,2015,10,41,Tuesday
2015-10-06,50,NA,Middle,Fly,FALSE,NA,Skjern,Salmon,Prof. Naja Iversen,2015,10,41,Tuesday
2015-10-06,84,NA,Middle,Spin,FALSE,Female,Skjern,Salmon,Åse Jacobsen,2015,10,41,Tuesday
2015-10-06,92,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Fru Nana Bertelsen,2015,10,41,Tuesday
2015-10-06,97,NA,Upper,Fly,FALSE,Male,Skjern,Salmon,Lona Hermansen,2015,10,41,Tuesday
2015-10-06,85,NA,Middle,Spin,FALSE,Female,Skjern,Salmon,Peder Thorsen-Carlsen,2015,10,41,Tuesday
2015-10-06,90,NA,Middle,Spin,FALSE,Male,Skjern,Salmon,Peder Thorsen-Carlsen,2015,10,41,Tuesday
2015-10-05,65,2,Middle,Spin,FALSE,Male,Skjern,Salmon,Boe Olsen-Koch,2015,10,41,Monday
2015-10-05,82,NA,Upper,Spin,FALSE,Male,Skjern,Salmon,Clara Dam,2015,10,41,Monday
2015-10-05,77,NA,Upper,Fly,FALSE,Female,Skjern,Salmon,Dr. Malou Nissen,2015,10,41,Monday
2015-10-05,75,4.4,Middle,Fly,TRUE,Female,Skjern,Salmon,Osvald Nilsson-Berg,2015,10,41,Monday
2015-10-05,62,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Esben Winther,2015,10,41,Monday
2015-10-05,90,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Børge Brandt,2015,10,41,Monday
2015-10-05,56,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Nanni Rasmussen,2015,10,41,Monday
2015-10-04,65,2.8,Middle,Fly,TRUE,Female,Skjern,Salmon,Gertrud Svendsen,2015,10,40,Sunday
2015-10-04,53,NA,Upper,Fly,FALSE,Male,Skjern,Salmon,Stine Frederiksen-Holst,2015,10,40,Sunday
2015-10-04,45,NA,Lower,Spin,FALSE,NA,Skjern,Salmon,Kåre Bertelsen,2015,10,40,Sunday
2015-10-04,68,2.7,Upper,Worm,TRUE,Male,Skjern,Salmon,Nanna Vestergaard,2015,10,40,Sunday
2015-10-04,74,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Steen Jacobsen,2015,10,40,Sunday
2015-10-04,65,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Børge Brandt,2015,10,40,Sunday
2015-10-04,80,4.5,Lower,Spin,FALSE,Female,Skjern,Salmon,Zenia Thorsen,2015,10,40,Sunday
2015-10-04,85,NA,Middle,Fly,FALSE,Female,Skjern,Salmon,Sofia Christiansen,2015,10,40,Sunday
2015-10-04,70,NA,Middle,Fly,FALSE,Female,Skjern,Salmon,Sofia Christiansen,2015,10,40,Sunday
2015-10-04,65,NA,Middle,Fly,FALSE,Male,Skjern,Salmon,Hjalte Hermansen-Danielsen,2015,10,40,Sunday
2015-10-04,76,NA,Middle,Fly,FALSE,Female,Skjern,Salmon,Nicolai Mortensen,2015,10,40,Sunday
2015-10-04,67,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Tejs Søndergaard,2015,10,40,Sunday
2015-10-04,76,NA,Lower,Fly,FALSE,Female,Skjern,Salmon,Frede Olesen-Lund,2015,10,40,Sunday
2015-10-04,75,NA,Middle,Fly,FALSE,Female,Skjern,Salmon,Hjalte Hermansen-Danielsen,2015,10,40,Sunday
2015-10-03,61,NA,Middle,Spin,TRUE,Male,Skjern,Salmon,Jakob Møller,2015,10,40,Saturday
2015-10-03,82,NA,Lower,Fly,FALSE,Female,Skjern,Salmon,Flemming Kristoffersen,2015,10,40,Saturday
2015-10-03,59,1.9,Lower,Spin,FALSE,Male,Skjern,Salmon,Zenia Thorsen,2015,10,40,Saturday
2015-10-03,60,2.1,Lower,Spin,TRUE,Male,Skjern,Salmon,Univ.Prof. Birte Jakobsen,2015,10,40,Saturday
2015-10-03,57,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Bent Danielsen-Kristoffersen,2015,10,40,Saturday
2015-10-03,99,NA,Upper,Fly,FALSE,Male,Skjern,Salmon,Merethe Frederiksen,2015,10,40,Saturday
2015-10-03,66,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Herman Knudsen,2015,10,40,Saturday
2015-10-03,74,4,Lower,Spin,TRUE,Male,Skjern,Salmon,Peter Berg-Bruun,2015,10,40,Saturday
2015-10-03,62,NA,Middle,Fly,FALSE,Male,Skjern,Salmon,Jeppe Andresen,2015,10,40,Saturday
2015-10-03,60,2.1,Lower,Spin,FALSE,Female,Skjern,Salmon,Peter Berg-Bruun,2015,10,40,Saturday
2015-10-03,80,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Richard Paulsen,2015,10,40,Saturday
2015-10-02,65,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Bobby Kristiansen,2015,10,40,Friday
2015-10-02,72,NA,Middle,Fly,TRUE,Male,Skjern,Salmon,Øystein Carlsen,2015,10,40,Friday
2015-10-02,85,NA,Middle,Spin,FALSE,Female,Skjern,Salmon,Bent Danielsen-Kristoffersen,2015,10,40,Friday
2015-10-02,70,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Solveig Bruun,2015,10,40,Friday
2015-10-02,72,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Birte Skov,2015,10,40,Friday
2015-10-02,105,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Steen Schmidt,2015,10,40,Friday
2015-10-02,75,4.2,Lower,Fly,TRUE,Female,Skjern,Salmon,Mimi Mikkelsen,2015,10,40,Friday
2015-10-02,70,3,Lower,Fly,FALSE,Male,Skjern,Salmon,Elisabeth Johnsen,2015,10,40,Friday
2015-10-02,96,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Selma Knudsen,2015,10,40,Friday
2015-10-01,92,NA,Lower,Spin,FALSE,Male,Skjern,Salmon,Flemming Kristoffersen,2015,10,40,Thursday
2015-10-01,66,3.2,Middle,Spin,FALSE,Male,Skjern,Salmon,Cirkeline Christiansen,2015,10,40,Thursday
2015-10-01,80,NA,Middle,Spin,FALSE,Female,Skjern,Salmon,Christian Mathiesen,2015,10,40,Thursday
2015-10-01,85,NA,Middle,Fly,FALSE,Male,Skjern,Salmon,Hr Carl Laursen,2015,10,40,Thursday
2015-10-01,70,NA,Middle,Fly,FALSE,Male,Skjern,Salmon,Julie Kristiansen,2015,10,40,Thursday
2015-10-01,65,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Univ.Prof. Jean Lassen,2015,10,40,Thursday
2015-10-01,84,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Pia Lauritsen-Clausen,2015,10,40,Thursday
2015-10-01,72,NA,Lower,Fly,FALSE,Female,Skjern,Salmon,Pia Lauritsen-Clausen,2015,10,40,Thursday
2015-10-01,85,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Yvonne Christoffersen,2015,10,40,Thursday
2015-10-01,72,2.9,Middle,Fly,TRUE,Female,Skjern,Salmon,Hr Flemming Mortensen,2015,10,40,Thursday
2015-10-01,96,NA,Upper,Worm,FALSE,Male,Skjern,Salmon,Clara Dam,2015,10,40,Thursday
2015-09-30,66,NA,Lower,Spin,FALSE,Female,Skjern,Salmon,Dagmar Overgaard,2015,9,40,Wednesday
2015-09-30,101,NA,Middle,Spin,FALSE,NA,Skjern,Salmon,Åse Jacobsen,2015,9,40,Wednesday
2015-09-30,75,NA,Lower,Fly,FALSE,Male,Skjern,Salmon,Esben Winther,2015,9,40,Wednesday
2015-09-30,74,4.5,Middle,Worm,TRUE,Female,Skjern,Salmon,Einer Holst,2015,9,40,Wednesday
